blr5716 blr5716,blr5716,,,
Pur8,EmuJ_000056300.1,purine nucleotide biosynthetic process,(S)-2-(5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido)succinate AMP-lyase (fumarate-forming) activity,
14-3-3-I,LmxM36.3210,negative regulation of mitotic nuclear division,,eukaryotic translation initiation factor 4F complex
LysR family transcriptional regulator LSL_0146,LysR family transcriptional regulator LSL_0146,"transcription, DNA-templated",DNA-binding transcription factor activity,
GSU2647,GSU2647,biological process,molecular function,cellular component
membrane protein,HP0025,,,
CIMG_13519,CIMG_13519-t26_1,,,
EAE_16700,EAE_16700,,,membrane
hypothetical protein,Hypothetical protein CELE_Y110A7A.21,,,membrane
Rv3540c,Rv3540c,metabolism,"transferase activity, transferring acyl groups other than amino-acyl groups",
fa18e07,G1/S-specific cyclin-E1,,,
ECL_01628,ECL_01628,"IMP biosynthetic process"",",formyltetrahydrofolate deformylase activity,
MarR family transcriptional regulator,BF3296,"regulation of transcription, DNA-templated",DNA-binding transcription factor activity,
PF11_0356,PF11_0356,,nucleotide binding,cytoplasm
Dmel_CG4725,Nepl13-PA,proteolysis,metallopeptidase activity,extracellular region
"ferric siderophore ABC transporter, permease protein BDGL_001876",bauD,transport,transporter activity,membrane
hypothetical protein CC_3117,CC_3117,,,
hypothetical protein smi_1340,Hypothetical protein smi_1340,,,
BC2181,Cro/CI family transcriptional regulator BC2181,,DNA binding,
mannose-binding lectin,mannose-binding lectin    MSMEG_3662,,Carbohydrate binding,
TRF3,DNA topoisomerase 2,DNA topological change,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity",synaptonemal complex
mucin-desulfating sulfatase (N-acetylglucosamine-6-sulfatase),Mucin-desulfating sulfatase (N-acetylglucosamine-6-sulfatase) RB8596,metabolism,N-acetylglucosamine-6-sulfatase activity,
two-component system histidine kinase AMED_5507,AMED_5507,signal transduction by protein phosphorylation,protein dimerization activity,intracellular
rlmL,rlmL,methylation,rRNA (guanine-N2-)-methyltransferase activity,cytoplasm
pcdh2g10,Protocadherin 2 gamma 10,cell adhesion,calcium ion binding,Cell membrane
Moth_2438,Methionine aminopeptidase Moth_2438,protein initiator methionine removal,peptidase activity,
putative ATP-dependent helicase Lhr O3K_11965,O3K_11965,,nucleic acid binding,
TcCLB.506955.99,"Mucin-associated surface protein (MASP), subgroup S058",,,cell surface
